,MODEL_STANDARD_NAME,CATE_NAME,PREDICT
3919,进口奥迪s53.0tcoupe轿车(201109),德国奥迪a5,奥迪s5
3920,福田bj30421.3t,时代金刚,福田
3922,众泰jnj71001.0lmt(201309),众泰v10,众泰
3923,田野bq6501jb3客车2.7,中兴福星,田野
3925,田野bq1030m,中兴威虎,田野
3926,东南dn5010,东南三菱蓝瑟,东南
3930,北方奔驰nd4190牵引车,北方奔驰牵引车,奔驰
3931,北奔nd5250混凝土搅拌运输车,北方奔驰专用车,北奔
3932,进口英菲尼迪英菲尼迪infinitijx35(qx60)3.5lcvt卓越版(201211),英菲尼迪jx系列,英菲尼迪infinit
3934,跃进nj1072d载货汽车,跃进帅虎,
3936,跃进nj6732,跃进7米城市客车,
3938,昌河铃木利亚纳a6ch7143dd221.4lmt两厢梦想型(201503),利亚纳a6 两厢,利亚纳
3941,厦门金龙xmq6600,金龙6米公路客车,金龙x
3951,解放ca1120pd货车,解放j4长头系列,解放ca120车
3959,解放ca1200p11k2载货汽车,解放j4(p1),解放ca1200
3960,解放ca1250p11k2载货汽车,解放j4(p1),解放ca1250
3969,进口马自达mazdacx-32.0lat豪华型(201711),日本马自达cx-3,马自达mazdacx-3
3974,陕汽sx5634,陕汽矿用自卸车,陕汽
3980,解放ca6730,解放7米城市客车,解放
3981,解放ca6750,解放7米公路客车,解放
3982,解放ca6800,解放8米城市客车,解放ca
3988,纳智捷优6suvdym7182baa1.8tat智尊型(201406),优6 suv,纳智捷优6s
3989,景逸eq7150ls1a1.5lmt(201408),景逸s50,景逸
4002,宏昌天马smg3317zz系列自卸汽车,宏昌天马自卸车,宏昌天马
4015,吉奥ga6460,帅威,吉奥
4016,吉奥ga6510轻型客车,吉奥帅舰,吉奥
4021,陕汽华山sx3162,华山自卸车,陕汽华山
4023,陕汽华山sx5080,华山载货车,陕汽华山
4024,陕汽欧舒特sx6112,欧舒特11米城市客车,陕汽欧舒特
4035,东风eq1061tz系列载货汽车,金霸,东风系
4044,解放ca4160k2r5半挂牵引汽车,解放j5r,解放
4047,进口沃尔沃v90volvov90cct52.0tat旅行智远版(201809),瑞典沃尔沃v90,沃尔沃v90
4049,豪泺zz4257v,豪泺(howo)-a7,豪泺
4056,公爵y313.0at(87-91),公爵cedric,公爵y31
4057,跃进njt1810拖拉机,跃进拖拉机,
4058,跃进nj1042mdf3,跃进帅虎,nj1042
4060,江淮飞越hfc6480,江淮suv(飞越),江淮飞越
4065,东风eq4241w半挂牵引汽车,东风v/w系列,东风
4066,东风eq4251l半挂牵引汽车,大力神,东风
4070,东风eq5030系列运输车,金霸,东风e
4073,吉奥ga1021lct,奥腾,吉奥
4078,吉奥ga6490,帅驰,吉奥
4081,海格klq6920g,海格9米城市客车,海格
4085,厦门金龙xmq6140g,金龙14米城市客车,金龙x
4088,蜀都cdk6100客车,蜀都10米客车,蜀都
4089,蜀都cdk6110客车,蜀都11米客车,蜀都
4091,蜀都cdk6120客车,蜀都12米客车,蜀都
4093,蜀都cdk6160客车,蜀都16米客车,蜀都
4094,蜀都cdk6590客车,蜀都轻型客车,蜀都
4098,蜀都cdk6690客车,蜀都6米客车,蜀都
4099,蜀都cdk6701客车,蜀都7米客车,蜀都
4115,东风eq1110t5adac载货汽车,东风梦卡,东风
4120,福迪nhq6480f42.4lmt两驱(201411),富迪揽福,福迪n
4121,一汽奥迪fv7188lbd1.8tdsg(201403),一汽奥迪a3,一汽奥迪
4122,解放ca1023v,一汽吉林微型货车,解放a
4123,名爵mggtcsa7153admn1.5tmt风尚版(201411),名爵mg gt,爵ggt
4125,北汽bj2025f2.2mt4x4,速威(雷驰),北汽
4128,成都cdk6105客车,蜀都10米客车,成都
4138,吉奥ga6370e3a1.1mt,伊美,吉奥
4158,南京依维柯nj6706sjf,威尼斯之旅,依维柯
4163,北京bj6400,北京轻型客车,北京
4164,东风eq1158z载货汽车,东风z系列,东风
4169,蜀都cdk6925客车,蜀都9米客车,蜀都
4183,奔奔sc7141by1.4limt(201403),长安奔奔,奔奔
4188,北京奔驰奔驰gla级x156bj6447fa2.0t双离合运动型(201504),北京奔驰gla级,奔驰gla级
4189,东风风神风神e30dfm7000h2cbev纯电动(201503),东风风神e30,风神e30
4190,东风风神风神l60dc7163lkam1.6lmt新享型(201503),东风风神l60,风神l60
4196,解放ca5260gjyp11k2,解放j4(p1),解放ca5260
4198,解放ca6101,解放10米公路客车,解放
4201,解放ca9200,解放半挂车,解放ca9200
4202,解放ca6980(公路客车),解放9米公路客车,解放公路客车
4203,解放ca6980(城市客车),解放9米城市客车,解放客车
4207,厦门金龙xmq6137,金龙13米公路客车,金龙x
4208,厦门金龙xmq6140,金龙14米公路客车,金龙x
4209,厦门金龙xmq6180g,金龙18米城市客车,金龙x
4226,厦门金龙xmq5150采血车,金龙专用车,金龙x
4227,厦门金龙xmq6520e3轻型客车,海狮,金龙x
4262,众泰jnj7000evx纯电动轿车(201410),云100,众泰
4263,长丰扬子yzk6603,长丰扬子6米公路客车,扬子
4264,长丰扬子yzk6103,长丰扬子10米公路客车,扬子
4265,长丰扬子yzk6860,长丰扬子8米城市客车,扬子
4266,长丰扬子yzk6900,长丰扬子9米公路客车,扬子
4267,长丰扬子yzk6108,长丰扬子10米城市客车,扬子
4268,亚星奔驰ybl6118,亚星11米公路客车,奔驰
4274,东风eq240t运输型拖拉机,东风拖拉机,东风
4277,东风eq3033自卸汽车,东风金刚,东风
4317,厦门金龙xmq6730,金龙7米城市客车,金龙x
4335,众泰jnj71531.5lmt(201205),众泰z300,众泰
4336,哈飞黑豹hfj5023系列厢式运输车,哈飞黑豹轻型货车,哈飞黑豹
4342,跃进nj1020wanam载货汽车,优尼柯,nj1020
4343,跃进nj5020x系列,优尼柯,nj5020x系列
4344,进口标致标致peugeot6072.2lat(2000),标致607,标致peugeo
4350,保时捷porschemacans3.0t双离合(201404),保时捷迈凯macan,保时捷or
4351,解放ca6460ku2,解放suv,解放
4369,郑州宇通zk6146hs双层,郑州宇通14米城市客车,郑州宇通
4371,郑州宇通zk6146h,郑州宇通14米公路客车,郑州宇通
4397,福田bj6131,福田13米城市客车,福田
4398,福田bj6705,福田7米公路客车,福田
4402,福田海狮bj6486ef1b,风景海狮,福海狮
4406,纳智捷dym7182amb51.8tmt(201504),纳5,纳智捷
4430,东风eq5030系列仓栅式运输车,金霸,东风eq系列
4437,东风eq5050xlc51dac冷藏车,东风冷藏车,东风
4438,吉奥ga6460ct,吉奥gx6,吉奥
4444,解放ca1160p11k2载货汽车,解放j4(p1),解放ca116
4458,北汽幻速幻速h3bj6470bkv1a1.5lmt舒适型(201509),北汽幻速h3,幻速h3
4468,长丰扬子yzk6852h,长丰扬子8米公路客车,扬子
4470,长丰扬子yzk6930,长丰扬子9米城市客车,扬子
4472,哈飞松花江hfj5010,松花江微卡,飞松花江
4498,解放ca1240p1k2载货汽车,解放j4(p1),解放ca2
4500,北京汽车北京40bj2021f7va3b2.3tatplus旗舰版(201805),北京bj40 plus,北京40
4519,小贵族hx63001.0mt,双环小贵族,小贵族
4523,长安sc6609a,长安6米公路客车,长安
4528,长安sc6720cg,长安7米城市客车,长安
4531,开瑞sqr10211.0mt,开瑞优劲,开瑞
4532,瑞麒sqr6390j04t71.3at(200911),瑞麒x系列,瑞麒
4533,进口宝马bmw4系f82m43.0tmt三厢硬顶马年限量版(201410),德国宝马4系,宝马bmw4系
4535,梅赛德斯-奔驰fa65023.5at,唯雅诺,奔驰
4537,梅赛德斯-奔驰fa6520d2.2tmt柴油,威霆,奔驰
4540,傲跑yqz6421a1.6lamt两驱(201503),东风悦达起亚kx3,傲跑
4563,厦门金龙xmq6137g,金龙13米城市客车,金龙x
4571,厦门金龙xmq6930g,金龙9米城市客车,金龙x
4584,众泰jnj6401evl电动,众泰5008(乐睿),泰
4587,上汽通用雪佛兰科鲁兹sgm7187ataat(200703),景程,科鲁兹
4592,东南dn6410m1.3mt,东南希旺,东南
4593,讴歌ilx1.5cvt混合动力(12),讴歌zdx,讴歌ilx
4617,东风eq6330p微型客车,东风微型客车,东风
4629,海格klq6128g,海格12米城市客车,海格
4639,吉利sma6450,全球鹰gx7,利
4643,华泰sdh6710,康迪,华泰
4660,陕汽欧舒特sx6120,欧舒特12米公路客车,陕汽欧舒特
4670,东风小康风光370dxk6460af1f1.5lmt5座智能型(201604),风光580,风光370
4671,东风小康风光330dxk6440af31.5lmt8座基本型,风光580,风光330
4728,安凯hff6602,安凯6米公路客车,安凯
4730,长丰扬子yzk9380,长丰扬子半挂车,扬子
4731,长丰扬子yzk6720,长丰扬子7米公路客车,扬子
4735,华利tj1010,华利微型货车,华利
4737,亚星奔驰ybl6985,亚星9米公路客车,奔驰
4741,安凯hff6141w,安凯14米公路系列,安凯
4744,安凯hff6731,安凯7米公路客车,安凯
4745,安凯hff6802k,安凯8米公路客车,安凯
4747,安凯hff6931k,安凯9米公路客车,安凯
4818,解放ca5063clxyk28仓栅式运输车,解放专用车,解放ca5063
4821,解放ca5200clxyp63k1l6t3a2e仓栅式运输车,解放j6(p6),解放ca5200clx
4824,进口路虎发现神行discoverysport2.0tatse(201411),发现神行discovery sport,发现神行
4827,进口宝马bmwx4f2628i2.0tat领先型(201407),德国宝马x4,宝马
4829,缤智hg7180hac1.8lcvt两驱(201410),广汽本田缤智,缤智
4832,江淮瑞风s5ⅱhfc7152ef1.5tmt豪华型(201503),江淮瑞风s5 ⅱ,江淮瑞风s5ⅱ
4837,迷你minicoopers2.0tat两厢fun版(201404),mini cooper,inicoopers
4840,五十铃ql5090xtlar厢式货车,庆铃其他车系,
4842,庆铃ql6540,庆铃轻型客车,庆铃
4845,庆铃npr59,庆铃n系列商用车,庆铃npr5
4846,哈飞松花江hfj1020gd4货车,哈飞锐意,哈飞松花江
4854,乘龙lz5270混凝土搅拌运输车,乘龙专用车,乘龙
4859,北奔nd3253b34自卸车,北方奔驰自卸车,北奔
4860,亚星奔驰ybl6891,亚星8米公路客车,奔驰
4867,庆铃gvr34,庆铃g系列牵引车,庆铃
4874,北方奔驰nd3251b44j自卸车,北方奔驰自卸车,奔驰
4875,北奔nd4253b,北方奔驰牵引车,北奔
4883,解放(一汽吉林)佳宝ca6374,佳宝av6,佳宝
4886,北京7ypj-1675,北京三轮农用车,北京7
4894,长安sc6662c,长安6米城市客车,长安
4900,进口宝马bmwf33435i3.0tamt(201403),德国宝马4系,宝马
4903,安凯hff6870g,安凯8米城市客车,安凯
4913,长丰扬子yzk6110,长丰扬子11米城市客车,扬子
4919,力帆lf6600,力帆6米公路客车,力帆
4920,力帆lf6730,力帆7米公路客车,力帆
4921,力帆lf6590,力帆轻型客车,力帆
4924,力帆lf5025xxy厢式运输车,力帆厢式运输车,力帆
4925,进口雪铁龙雪铁龙citroenc4picasso1.6tamt(201506),标致雪铁龙c4,citroen
4926,一汽-大众捷达fv7140bcd1.4l双离合,一汽大众捷达,一汽-大众捷达
4927,进口宝马bmwf45220i2.0tamt(201501),德国宝马2系,宝马
4929,纳智捷优6suvdym7202baa2.0tat旗舰型(201406),优6 suv,纳智捷优6uv
4931,帝豪mr7132l01.3tmt(201407),美日,帝豪
4934,进口宝马bmw6系f06650i4.0tat三厢改款(201305),德国宝马6系,宝马bw6系
4939,力帆lf3060,力帆自卸车,力帆
4944,五十铃ql10307gdr2.8两驱,庆铃t系列皮卡,
4965,安凯hff6900gk,安凯9米城市客车,安凯
4978,豪情hq7152ea41.5lat(201403),熊猫,豪情
4981,东风风神风神a30dfm7150f1b1.5lat尊尚型(201408),东风风神a30,风神a30
4983,纳智捷dym6481aaa2.2lat,大7 suv,纳智捷
4984,贵士v403.0at(93-98),贵士quest,贵士v40
4986,江淮星锐hfc6591,江淮宾悦 ,星锐
5012,北方奔驰nd5251gjbz混凝土搅拌运输车,北方奔驰专用车,奔驰
5014,贵士v413.3at(99-02),贵士quest,贵士v41
5015,贵士v423.5at(04-2009),贵士quest,贵士v4
5016,跃进nj1031系列载货汽车,跃进小虎,nj1031系列
5018,跃进nj5041xxy,跃进小虎,j5
5021,跃进nj6810,跃进8米城市客车,
5022,跃进njt580,跃进拖拉机,njt580
5034,北方奔驰nd9371,北方奔驰半挂车,奔驰
5035,中兴bq5021教练车,中兴教练车,中兴
5036,长城长城c50cc7151qe0j1.5tmt舒适型(201511),长城腾翼c50,长城c50
5046,奇瑞风云sqr7150j43t21.5lat(201411),艾瑞泽3,风云
5048,福田时代bj1023载货汽车,时代小卡之星,时代
5051,进口别克昂科雷enclave3.6lat四驱智享旗舰型(201404),美国通用别克昂科雷,昂科雷ecla
5052,进口宝马bmw2系f22220i2.0tat三厢硬顶运动设计套装(201403),德国宝马2系,宝马bmw2系
5054,东风雪铁龙雪铁龙c3-xrdc6432txab1.6tat先锋型(201412),东风雪铁龙c3-xr,c3-xr
5055,名爵mggtcsa7143adap1.4t双离合旗舰版(201411),名爵mg gt,名爵ggt
5060,一汽马自达6ca7200abe42.0lat蓝天尊贵版(201508),阿特兹,一汽马自达6
5073,庆铃(五十铃)t系列皮卡tfs55hdljxl厢式运输车,庆铃t系列皮卡,庆铃(五)t系列皮卡
5075,萨瓦纳bj6483md6da-ad2.8tmt5座两驱(201504),福田萨瓦纳,萨瓦纳
5079,江淮瑞风s5ⅱhfc7152etv1.5t双离合豪华智能型(201503),江淮瑞风s5 ⅱ,江淮瑞风s5
5094,总裁3.8tat(13),总裁quattroporte,总裁
5097,万利特c120(86-95),万利特violet,万利特c10
5098,万利特wrc22(86-95),万利特violet,万利特
5102,郊游sxm102.0at(96-01),日本丰田帕内克,郊游
5103,飞行员3.5at(02-08),飞行员pilot,飞行员
5108,田野bq1022n6m轻型货车,中兴老虎,田野
5117,北汽幻速幻速s2bj6420bhv1z1.5lmt豪华型(201403),北汽幻速s2,幻速s2
5153,骏派ca7188e51.8lamt(201410),骏派d60,骏派
5154,长丰扬子yzk6120,长丰扬子12米公路客车,扬子
5157,亚星奔驰ybl6100g,亚星10米城市客车,奔驰
5158,亚星奔驰ybl6100,亚星10米公路客车,奔驰
5160,亚星奔驰ybl6110g,亚星11米城市客车,奔驰
5168,亚星奔驰ybl6739,亚星7米公路客车,奔驰
5169,亚星奔驰ybl6890,亚星8米城市客车,奔驰
5174,力帆lf71851.8lmt(201211),力帆720,力帆
5175,萨伯曼suburban5.3l越野车(200601),美国通用雪佛兰萨伯曼suburban,萨伯曼suburban
5177,长安sc5017xxy厢式运输车,长安汽车镭蒙,长安
5178,纳智捷大7dym6481acd52.2tamt智尊型(201604),大7 suv,纳智捷大7
5183,一汽自由风ca6500de,一汽红塔自由风,自由风
5187,进口英菲尼迪英菲尼迪infinitiq502.0tat三厢舒适版(201404),英菲尼迪q系列,英菲尼迪infin
5191,福田bj6438m16v1.5l(200810),福田迷迪,福田
5194,东风eq2050er,东风猛士,东风
5213,安凯hff6560,安凯轻型客车,安凯
5221,逸动sc7003aev纯电动轿车,长安逸动,逸动
5224,法拉利ferrari488gtb3.9tdsg(201504),法拉利488,法拉利ferra
5225,北京奔驰奔驰glc级bj6466g4ea2.0tat(201511),北京奔驰glc级,奔驰glc级
5236,纳智捷优6suvdym7202baa52.0tat智尊型(201406),优6 suv,纳智捷优6v
5254,东风小康风光dxk6440af51.2lmt8座基本型,风光580,风光
5257,观致观致3都市suvqal7165baa1.6t双离合型动派增强型(201412),观致3 都市suv,观致3都市suv
5279,驰野bq6472轻型客车,中兴驰野,驰野
5280,田野bq6481sm轻型越野客车,中兴无限,田野
5282,进口别克昂科雷enclave3.6lat两驱精英舒适型(201404),美国通用别克昂科雷,昂科雷enclae
5284,保时捷porschemacan2.0t双离合(201404),保时捷迈凯macan,保时捷orha
5294,东风风度东风风度zn6461vau52.0lcvt四驱(201503),东风风度mx6,东风风度
5297,天马kz5255gjbsx38ⅲ混凝土搅拌运输车,天马混凝土搅拌运输车,天马
5300,庆铃cxa34,庆铃f系列商用,庆铃
5301,菱悦dn7153la51.5l(201411),东南菱悦,菱悦
5306,hff6128wk,安凯12米公路客车,
5307,安凯hff6137s,安凯13米城市客车,安凯
5308,安凯hff6137k,安凯13米公路客车,安凯
5321,斯巴鲁subarubrz2.0lmt豪华型(201303),斯巴鲁brz,斯巴鲁subarubrz
5322,一汽自由风ca6500cn,一汽红塔自由风,汽自由风
5324,解放ca6480p6e(200709),解放suv,解放ca
5332,宝马316ibmw71601.6tamt(201301),华晨宝马3系,宝马316
5333,名爵mg3csa7131mdme1.3lmt两厢舒适版(201604),名爵mg 3,名爵mg3
5335,北京7ypjz-16100,北京三轮农用车,北京7y
5338,北京-bj124y,北京运输型拖拉机,北京-
5345,哈飞松花江hfj1013货车,松花江微面,哈飞松花江
5373,奇瑞风云sqr7150j1.5lmt(201309),奇瑞e3,风云
5374,力帆lf6780,力帆7米城市客车,力帆
5378,力帆lf64011.0mt,丰顺,力帆
5384,福田bj183t,北京运输型拖拉机,福田
5398,乘龙lz3180m系列自卸汽车,乘龙自卸车,乘龙系列
5407,跃进nj5021c系列仓栅式运输车,nj5020,跃进nj5021c系列
5408,跃进nj5043xxy,nj5040,nj5
5425,致炫gtm7130a1.3lat(201311),广汽丰田雅力士,致炫
5449,东风雪铁龙雪铁龙c6dc7188tyab1.8tat尊贵型(201611),东风雪铁龙c6,铁龙c6
5451,广汽乘用车传祺gs5gac6470d1c5a2.0lat超享版(201403),传祺gs5速博,传祺gs5
5455,进口奥迪allroad2.7at(00-200507),德国奥迪allroad,奥allroad
5457,长安谛艾仕ds5lscap7161dac21.6tat雅致版(201403),谛艾仕ds 5ls,长安谛艾仕ds5
5475,五十铃ql1090tm系列载货汽车,庆铃n系列商用车,系
5478,庆铃ql5090xlctmarj冷藏车,庆铃n系列商用车,庆铃
5518,东风悦达起亚起亚k4yqz7160t1.6t双离合turbo(201409),东风悦达起亚k4,东风悦达起亚起亚k4
5533,扬子yzk6482e2.4mt,长丰扬子duv,扬子
5536,长丰扬子yzk6731,长丰扬子7米城市客车,扬子
5544,众泰jnj71561.5tmt(201411),众泰z500,众泰
5546,江铃全顺新世代jx6491,全顺新时代,全顺新世代
5549,五十铃nhr54el2座1.5吨,江西五十铃轻卡,nhr
5560,跃进nj1140dd,跃进超利卡,
5569,跃进nj6900,跃进9米城市客车,
5585,跃进nj1041系列载货汽车,跃进小虎,nj1041系列
5587,跃进nj4010,跃进低速货车,nj4010
5591,跃进nj5032xxy,nj5030,跃进nj50
5599,解放ca5013xxya1厢式运输车,一汽吉林专用车,解放
5603,解放ca1013a1载货汽车,一汽吉林微型货车,解放
5632,起亚索兰托lsorento2.0tgdiat七座旗舰版(201501),韩国起亚索兰托l,索兰托lsorento
5635,进口起亚索兰托sorento2.0tat五座gdi标准版(201501),韩国起亚索兰托l,索兰托sorento
5636,纳智捷优6suvdym7182bac51.8tat时尚型(201506),优6 suv,纳智捷优6su
5637,北汽幻速幻速s3bj6441bjv1z1.5lmt豪华型(201505),北汽幻速s3,幻速s3
5653,长安致尚xtsc7169g41.6lmt两厢俊酷型(201308),长安致尚xt/逸动xt,致尚xt
5654,长安致尚xtsc7169g41.6lmt两厢尚酷型(201308),长安致尚xt/逸动xt,致尚x
5655,长安逸动xtsc7169gya51.6lmt两厢致酷型(201503),长安致尚xt/逸动xt,长安逸动
5659,东南v5菱致dn7156l51.5lmt豪华型(201209),东南菱致,东南v5菱致
5713,纳智捷大7mpvdym6481baa2.0tat旗舰型(201305),大7 mpv,纳智捷大7
5726,纳智捷大7mpvdym6481bab52.0tat豪华型(201409),大7 mpv,纳智捷大7m
5744,观致观致5qal6460bma1.6tmt时尚型(201603),观致5 suv,观致5
5771,进口奔驰benzglegle3203.0tat豪华型(201510),奔驰gle,奔驰glg
5793,东风风神风神a60dfm7140g1a1.4tmt尊贵型(201510),东风风神a60,风神a60
5816,天马kz6485c2.8柴油两驱,风锐,天马
5885,名爵mg5csa7152admn1.5tmt两厢豪华版(201405),名爵mg 5,名爵mg5
5891,吉利ec8jl7200ma42.0lat行政型(201010),帝豪ec8,吉利ec8
5893,吉利ec8jl7202b012.0lat尊贵型(201211),帝豪ec8,吉ec8
5902,进口宝马bmwm43.0t双离合gts(201606),德国宝马m4,宝马
5912,进口宝马bmw7系bmw730li2.0tat豪华型(201603),德国宝马7系,宝马bmw7系
5920,东南v5菱致dn7157l41.5lcvt豪华型(201209),东南菱悦,东南v5菱致
5928,进口奔驰benzglegle500e3.0tat(201509),奔驰gle,奔驰
5966,进口宝马bmwmini库伯f55五门minione1.2tmt两厢(201411),mini cooper,宝马库伯
5984,进口奥迪audia130tfsisportback1.4t双离合两厢运动版(201601),德国奥迪a1,au
6020,名爵mggtcsa7143adap1.4t双离合精英版(201411),名爵mg gt,ggt
6044,进口奥迪audiq740tfsiquattro2.0tat运动型(201512),德国奥迪q7,aud
6050,进口奔驰benzslcslc2002.0tat动感型(201609),奔驰slc级,奔驰sl
6051,进口奔驰benzslcslc2002.0tat时尚型(201609),奔驰slc级,奔驰ss
6084,昌河福瑞达m50ch6456cm221.5lmt豪华舱(201508),昌河m50,昌河福瑞达m50
6095,东风风神风神s30dfm7160b1e1.6lmt尊贵型(201010),东风风神s30,风神s30
6128,东风风神风神h30dfm7160b3a1.6lmt两厢cross尊逸型(201104),东风风神h30,风神h30
6193,吉利ec8jl7200ma42.0lat尊贵型(201010),帝豪ec8,ec8
6236,奇瑞旗云sqr7180b1171.8lmt精英型(201203),旗云5,旗云
6239,纳智捷masterceodym6481caa2.2tat旗舰版(201210),纳智捷master ceo,纳智捷sterceo
6240,纳智捷masterceodym6481caa2.2tat行政版(201210),纳智捷master ceo,纳智捷asterceo
6243,进口奔驰benzslcslc3002.0tat豪华运动型(201609),奔驰slc级,奔驰sc
6244,进口奥迪audiq740tfsiquattro2.0tat舒适型(201512),德国奥迪q7,au
6245,进口奔驰benzglegle3203.0tat动感型(201510),奔驰gle,奔驰lel
6304,广汽本田思迪锋范hg7154cbaa1.5lat风尚版(201311),广汽本田锋范,广汽本田思迪
6306,名爵mgtfnj7180tf1.8lmt标准型(200804),名爵mg tf,名爵mgtf
6311,一汽大众宝来fv7142bbmbg1.4tmt舒适型(201703),一汽大众高尔夫,一汽大众宝来
6356,长城长城c30cc7150ce001.5lmt三厢舒适型(201005),长城腾翼c30,长城c30
6369,广汽乘用车传祺ga5新能源gac7100shevb41.0l电动尊享版(201410),传祺ga5 新能源,传祺ga5新能源
6426,长安谛艾仕ds5cap7160a2a1b1.6tat豪华版(201309),谛艾仕ds 5,长安谛艾仕ds5
6464,北汽幻速幻速s5bj6450jhw2z1.3tmt豪华型(201703),北汽幻速s5,幻速s5
6540,北京现代ix35bh6441by2.4lat领先型(201501),现代ix25,现代ix35
6568,名爵mg3swcsa7151mdae1.5lamt两厢精英版(201510),名爵mg 3sw,名爵mg3
6571,名爵mgzscsa7151udma1.5lmt精英版(201703),名爵mg zs,名爵g
6572,名爵mgzscsa7151udma1.5lmt舒适版(201703),名爵mg zs,爵z
6575,名爵mgzscsa7151udaa1.5lat豪华版(201703),名爵mg zs,名爵z
6577,名爵mgzscsa7101udan1.0tat旗舰互联网版(201703),名爵mg zs,名爵gz
6589,名爵mggtcsa7153admc1.5lmt超值豪华版(201602),名爵mg gt,爵gt
6772,上汽大众polo劲取svw7144lrd1.4lmt三厢实尚版(201106),波罗,po
6775,广汽丰田yarisl致炫gtm7130ms1.3lmt魅动版(201311),广汽丰田 yaris l 致炫,广汽丰田yarisl致炫
6884,东风悦达起亚起亚k3yqz7169fam1.6latpremium(201404),东风悦达起亚k3s,东风悦达起亚起亚k3
6908,长安谛艾仕ds4scap7121gad41.2tat睿动版(201604),谛艾仕ds 4s,长安谛艾仕ds4
6950,上汽大众polo劲取svw7144hrd1.4lat三厢实尚版(201106),波罗,l
6954,上汽大众polo劲取svw7164ksd1.6lat三厢实酷版(201106),波罗,pol
6955,上汽大众polo劲取svw7144grd1.4lmt三厢实乐版(201106),波罗,pl
6956,上汽大众polo劲取svw7144grd1.4lmt三厢实尚版(201106),波罗,o
6973,迈腾fv7147badbg1.4t280tsi双离合舒适版(201607),一汽大众迈腾,迈腾
6996,吉利帝豪mr7152phev011.5le-cvt三厢精英型(201711),帝豪phev,帝豪
7005,奇瑞威麟v5sqr6470b1462.0lmt豪华型(200909),威麟v系列,威麟v5
7015,北汽幻速幻速h3fbj6470jkv1z1.5lmt豪华型(201606),北汽幻速h3f,幻速h3f
7121,北汽幻速幻速h2vbj6452bkv1z1.5lmt标准型(201606),北汽幻速h2v,幻速h2v
7123,帝豪jl7101l011.0lmt青春版(201705),远景x1,帝豪
7146,北汽幻速幻速s7bj6481jkv6z11.5tat尊享版(201711),北汽幻速s7,幻速s7
7177,上汽大众polo劲情svw7144bri1.4lat两厢舒尚版(200711),波罗,
7192,东风风神风神a9dfm7180pc1a1.8tat旗舰型(201604),东风风神a9,风神a9
7212,沃尔沃s90vcd7204c202.0tat智远版(201612),沃尔沃xc60,沃尔沃s90
7223,上汽大众polo劲情svw7144brd1.4lat两厢风尚版(200711),波罗,p
7250,进口沃尔沃volvoxc902.0tat五座t6智逸版(201608),瑞典沃尔沃xc90,沃尔沃volvo
7252,进口沃尔沃volvoxc902.0tat五座t5智逸版(201608),瑞典沃尔沃xc90,沃尔沃volv
7265,北汽幻速幻速h2bj6450blv1a11.5lmt精英型(201510),北汽幻速h2,幻速h2
7287,保时捷porschecayenne3.0tat铂金版(201402),保时捷凯宴cayenne,保时捷r
7289,保时捷porschecayennes4.8lat高配型(200703),保时捷凯宴cayenne,保时捷or
7298,保时捷porschecayenneturbos4.8tat(201301),保时捷凯宴cayenne,保时捷
7300,雷克萨斯is系lexusis3003.0lat运动版(200607),雷克萨斯ls系,雷克萨斯is系
7315,上汽通用别克velite5sgm7158dachev1.5lcvt都市增程型(201704),别克velite 5,velite5
7316,奥德赛hg6482bac5a2.4lcvt智酷版(201702),广汽本田奥德赛,奥德赛
7323,进口捷豹jaguarf-pace级2.0tat四驱r-sport运动版(201706),捷豹f-pace级,捷豹jguarf-pac
7328,进口奥迪audia1sportback1.4t双离合两厢技术型(201309),德国奥迪a1,audia1
7343,进口奥迪audia740tfsi2.0t双离合进取型(201509),德国奥迪a7,au
7370,进口宝马bmw1系f20lci118i1.5tat两厢都市设计套装(201512),德国宝马1系,马bmw1系
7374,进口奥迪audia8l45tfsiquattro3.0tat舒适型(201701),德国奥迪a8,audia8
7375,广汽乘用车传祺gs4gac6450cheva5c1.5lphev尊享版(201706),传祺gs4 新能源,传祺gs4
7377,进口奥迪audia8l45tfsiquattro3.0tat卓越先锋版(201703),德国奥迪a8,audia
7382,保时捷porschepanameraplatinumedition3.6l双离合(201211),保时捷帕纳美拉panamera,保时捷
7383,保时捷porschepanameraturbos4.8t双离合(201209),保时捷帕纳美拉panamera,保时捷r
7386,上汽大众polo劲取svw7164vsi1.6lmt三厢雅致版(200606),波罗,ol
7395,进口丰田酷路泽fjcruiser4.0lat(2006),酷路泽fj cruiser,酷路泽fjcrui
7419,迷你minicooper1.5tat两厢冰蓝色限量版五门版(201712),mini cooper,迷inicooper
7423,进口大众帕萨特passatb7magotan2.0t双离合旅行舒适型(201112),迈腾magotan,帕萨特passat
7427,迷你minicoopers1.6tat两厢运动版(201010),mini cooper,你inicoopr
7428,迷你minicoopers1.6tat两厢excitement版(201207),mini cooper,inicoopes
7441,迷你minijcwcountryman1.6tat四驱(201306),mini jcw countryman,
7458,东风风神风神e70dfm7000g1bbev纯电动超睿版(201710),东风风神e70,风神e70
7466,保时捷porschecayennes4.5lat豪华型高配(2002),保时捷凯宴cayenne,保时捷orc
7477,进口宝马bmw7系f02lci730li3.0lat三厢领先型(201209),德国宝马7系,宝马系
7478,进口宝马bmw7系f02lci730li3.0lat三厢豪华型(201209),德国宝马7系,宝马w系
