MODEL_STANDARD_NAME,CATE_NAME,VERSION
一汽吉林一汽佳宝v70ii代2012款1.3lmt3930*1585*1857国iv中置后驱2012款1.3l豪华型,佳宝v70 ii代,豪华
一汽吉林一汽佳宝v70ii代2012款1.0lmt3930*1585*1857国iv中置后驱2012款1.0l标准型,佳宝v70 ii代,标准
梅赛德斯amg奔驰奔驰gleamg2015款5.5t5门5座amt4853*1965*1761欧v前置四驱2015款amggle634matic,奔驰gle amg,nan
梅赛德斯amg奔驰奔驰glcamg63s2018款4.0t5门5座amt4742*1931*1585欧vi前置四驱2018款amgglc63s4matic+轿跑suv先型特别版,奔驰glc amg,先特别
广汽新能源广汽新能源aions埃安s2019款4门5座4768*1880*1530前置前驱2019款魅530免税,aion s 埃安s,nan
长安汽车长安长安cs85coupe2019款2.0t5门5座amt4720*1845*1665国vi前置前驱2019款2.0t品版国vi,长安cs85 coupe,nan
长安汽车长安长安cs85coupe2019款2.0t5门5座amt4720*1845*1665国vi前置前驱2019款2.0t型版国vi,长安cs85 coupe,nan
长安汽车长安长安cs85coupe2019款1.5t5门5座dct4720*1845*1665国vi前置前驱2019款1.5t型版国vi,长安cs85 coupe,nan
长安汽车长安长安cs75phev2018款1.5t5门5座电动车单速4650*1850*1705国v前置四驱2018款1.5tphev进取型免税,长安cs75 phev,进取
audisport奥迪奥迪rs62018款4.0t5门5座amt4987*1936*1456国v前置四驱2018款rs64.0tavant尊享运动限量版,奥迪rs 6,尊享运动限量
郑州日产东风2010款2.5tmt4975*1690*1895国iii前置后驱2010款2.5t柴油两驱豪华型zd25tcr,nan,豪华
郑州日产东风2010款3.0tmt4949*1690*1895国iii前置后驱2010款3.0t柴油两驱豪华型zd30d13-3n,nan,豪华
广汽丰田丰田yarisl致炫2016款1.5l5门5座cvt4160*1700*1495国v前置前驱2016款改款1.5gscvt锐动版,yaris l 致炫,锐动
广汽丰田丰田yarisl致炫2016款1.5l5门5座cvt4160*1700*1495国v前置前驱2016款改款1.5ecvt魅动版,yaris l 致炫,魅动
广汽丰田丰田yarisl致享2019款1.5l4门5座cvt4440*1700*1490国vi前置前驱2019款1.5gscvt锐动版国vi,yaris l 致享,锐动
广汽丰田丰田yarisl致享2019款1.5l4门5座cvt4440*1700*1490国vi前置前驱2019款1.5ecvt魅动版国vi,yaris l 致享,魅动
长安汽车长安长安cs35plus2019款1.4t5门5座dct4335*1825*1660国vi前置前驱2019款1.4t酷联蓝鲸版,长安cs35 plus,酷联蓝鲸
长安汽车长安长安cs35plus2018款1.6l5门5座amt4335*1825*1660国v前置前驱2018款1.6l智联版国v,长安cs35 plus,智联
长安汽车长安长安cs35plus2018款1.6l5门5座amt4335*1825*1660国v前置前驱2018款1.6l畅联版国v,长安cs35 plus,畅联
广汽丰田丰田yarisl致享2017款1.5l4门5座cvt4440*1700*1490国v前置前驱2017款1.5ecvt魅动版,yaris l 致享,魅动
广汽丰田丰田yarisl致享2017款1.3l4门5座mt4440*1700*1490国v前置前驱2017款1.3l手动灵动版,yaris l 致享,灵动
长安标致雪铁龙dsds72020款1.6t5门5座amt4603*1891*1626国vi前置前驱2020款45thp里沃利版,ds 7,里沃利
长安标致雪铁龙dsds72020款1.6t5门5座amt4603*1891*1626国vi前置前驱2020款35thp巴士底广场版,ds 7,巴士底广场
长安标致雪铁龙dsds62018款1.6t5门5座amt4553*1858*1610国v前置前驱2018款30thp致尚型,ds 6,致尚
长安标致雪铁龙dsds5ls2018款1.6t4门5座amt4702*1840*1510国v前置前驱2018款30thp奢华型,ds 5ls,奢华
君马汽车君马君马seek5赛克52018款1.5t5门7座amt4771*1859*1735国v前置前驱2018款1.5t领耀版,君马seek 5 赛克5,领耀
长安标致雪铁龙dsds4s2018款1.6t5门5座amt4435*1843*1510国v前置前驱2018款30thp炫动型,ds 4s,炫动
君马汽车君马君马meet3美图32018款1.5t5门5座cvt4530*1838*1610国v前置前驱2018款1.5tcvt豪华型,君马meet 3 美图3,豪华
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t尊享行政版国vi,上汽maxus g20,尊享行政
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t行政版国vi,上汽maxus g20,行政
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t豪华版国vi,上汽maxus g20,豪华
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t豪华版国vi,上汽maxus g20,豪华
奇瑞新能源捷途捷途x70sev2019款5门5座4750*1910*1710前置前驱2019款e智版免税,捷途x70s ev,nan
minijcwminiminijcwcountryman2018款2.0t5门5座amt4310*1822*1616国v前置四驱2018款2.0tjohncooperworks,mini jcw countryman,nan
minijcwminiminijcwclubman2018款2.0t6门5座amt4263*1800*1468国v前置四驱2018款2.0tjohncooperworks,mini jcw clubman,nan
miniminiminicountryman2018款2.0t5门5座amt4310*1822*1616国v前置四驱2018款2.0tcoopersall4艺术家,mini countryman,nan
miniminiminicountryman2018款1.5t5门5座amt4310*1822*1616国v前置四驱2018款1.5tcooperall4艺术家,mini countryman,nan
miniminiminiclubman2018款2.0t6门5座amt4263*1800*1482欧v前置前驱2018款2.0tcoopers赛车手,mini clubman,nan
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座amt5168*1980*1928国vi前置后驱2019款plus2.0t智享版国vi,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg102019款1.9t5门7座amt5168*1980*1928国v前置后驱2019款plus1.9t豪华行政版柴油国v,上汽maxus g10,豪华行政
上汽大通上汽maxus上汽maxusg102019款1.9t4门7座mt5168*1980*1928国v前置后驱2019款plus1.9t手动精英版柴油国v,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102019款2.0t5门7座amt5168*1980*1928国vi前置后驱2019款plus2.0t尊享行政版国vi,上汽maxus g10,尊享行政
神龙雪铁龙天逸c5aircross360thp2020款1.6t5门5座amt4510*1860*1705国vi前置前驱2020款360thp进享型,天逸 c5 aircross,进享
上汽大通上汽maxus上汽maxusg102019款1.9t4门7座mt5168*1980*1928国v前置后驱2019款plus1.9t手动智享版柴油国v,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg102019款1.9t4门7座mt5168*1980*1928国v前置后驱2019款plus1.9t手动客运版柴油国v,上汽maxus g10,客运
上汽大通上汽maxus上汽maxuseuniq52019款5门7座4825*1825*1778前置前驱2019款旗舰版免税,上汽maxus euniq 5,旗舰
上汽大通上汽maxus上汽maxuseuniq52019款5门7座4825*1825*1778前置前驱2019款舒适版免税,上汽maxus euniq 5,舒适
神龙雪铁龙云逸c4aircross350thp2018款1.6t5门5座amt4270*1770*1655国v前置前驱2018款350thp互联网逸智版,云逸 c4 aircross,动互联网 逸智
神龙雪铁龙云逸c4aircross230thp2018款1.2t5门5座amt4270*1770*1615国v前置前驱2018款230thp逸尚版,云逸 c4 aircross,逸尚
上汽大通上汽maxus上汽maxuseg102019款4门7座5168*1980*1928后置后驱2019款纯电动商旅版免税,上汽maxus eg10,纯电动商旅
上汽大通上汽maxus上汽maxuseg102019款5门7座5168*1980*1928后置后驱2019款纯电动精英版免税,上汽maxus eg10,纯电动精英
上汽大通上汽maxus上汽maxuseg102019款5门7座5168*1980*1928后置后驱2019款纯电动豪华行政版免税,上汽maxus eg10,电动豪华行政
上汽大通上汽maxus上汽maxusd902017款2.0t5门5座amt5005*1932*1875国v前置四驱2017款2.0t四驱全配版,上汽maxus d90,全配
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置四驱2017款2.0t四驱北极星,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置四驱2017款2.0t四驱天狼星,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座mt5005*1932*1875国v前置四驱2017款2.0t手动四驱海王星,上汽maxus d90,nan
东风悦达起亚起亚kxcross2017款1.4l5门5座amt4240*1750*1505国v前置前驱2017款1.4latgls,kx cross,nan
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置后驱2017款2.0t两驱天王星,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置后驱2017款2.0t两驱水星,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置后驱2017款2.0t两驱水星基础版,上汽maxus d90,水星基础
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座mt5005*1932*1875国v前置后驱2017款2.0t手动两驱火星,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国v前置四驱2019款2.0t四驱天狼星国v,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座mt5005*1932*1875国v前置四驱2019款2.0t手动四驱海王星国v,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座mt5005*1932*1875国v前置后驱2019款2.0t手动两驱火星国v,上汽maxus d90,nan
上汽大通上汽maxus上汽maxusd902019款2.0t5门5座mt5005*1932*1875国v前置后驱2019款2.0t手动两驱火星基础版国v,上汽maxus d90,火星 基础
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国vi前置后驱2019款2.0t两驱天王星国vi,上汽maxus d90,天王星
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国vi前置后驱2019款2.0t两驱水星国vi,上汽maxus d90,水星
特斯拉（）进口特斯拉modelx2019款5门5座5037*2070*1684双电机四驱2019款长续航版免税,model x,长续航
特斯拉（）进口特斯拉model32019款4门5座4694*1850*1443双电机四驱2019款长续航全轮驱动版免税,model 3,续航全轮驱动
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国vi前置前驱2019款升级款2.0t豪华型国vi,wey vv7,豪华
长城汽车weyweyp82018款2.0t5门5座dct4760*1931*1655国v前置四驱2018款2.0t尊享型免税,wey p8,尊享
长城汽车weyweyvv62020款2.0t5门5座dct4625*1860*1720国vi前置前驱2020款2.0t两驱智享+,wey vv6,nan
长城汽车weyweyvv62019款2.0t5门5座dct4625*1860*1720国vi前置四驱2019款2.0t四驱超豪型国vi,wey vv6,超豪
卡尔森卡尔森卡尔森s级2019款3.0t4门5座amt5283*1905*1497国v前置四驱2019款carlssonlitermont,卡尔森 s级,nan
上汽大通上汽maxus上汽maxusv8071kwh2019款电动电动电动车单速5700*1998*2574-前置前驱2019款ev80纯电动物流车长轴高顶2-3座71kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv8071kwh2019款电动电动电动车单速5700*1998*2376-前置前驱2019款ev80纯电动物流车长轴中顶2-3座71kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv8053kwh2019款电动电动电动车单速4939*1998*2380-前置前驱2019款ev80纯电动物流车短轴中顶2-3座53kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusd602019款1.5t5门6座dct4720*1860*1736国vi前置前驱2019款1.5t舒享版6座,上汽maxus d60,舒享
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t舒享版5座,上汽maxus d60,舒享
上汽大通上汽maxus上汽maxusd602019款1.5t5门6座dct4720*1860*1736国vi前置前驱2019款1.5t潮享版6座,上汽maxus d60,潮享
上汽大通上汽maxus上汽maxusv8053kwh2019款电动电动电动车单速4939*1998*2174-前置前驱2019款ev80纯电动物流车短轴低顶2-3座53kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv8053kwh2019款电动电动电动车单速6120*1998*2370-前置前驱2019款ev80纯电动客车加长轴中顶10-14座53kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusev302019款5090*1780*1910未知2019款城市物流车智联版长轴上汽时代52.5kwh,上汽maxus ev30,市物流车智联
上汽大通上汽maxus上汽maxusd602019款1.5t5门6座dct4720*1860*1736国vi前置前驱2019款1.5t智享版6座,上汽maxus d60,智享
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t智享版5座,上汽maxus d60,智享
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t极客起始版5座,上汽maxus d60,极客起始
上汽大通上汽maxus上汽maxusd602019款1.3t5门6座mt4720*1860*1736国vi前置前驱2019款1.3t手动乐享版6座,上汽maxus d60,乐享
乔治巴顿乔治巴顿2018款3.5t5门6座amt5930*2537*2145国v前置四驱2018款3.5t6座,nan,nan
上汽大通上汽maxus上汽maxusd602019款1.3t5门5座mt4720*1860*1736国vi前置前驱2019款1.3t手动极客起始版5座,上汽maxus d60,极客起始
上汽大通上汽maxus上汽maxusev302019款4500*1780*1895未知2019款城市物流车智联版短轴上汽时代52.5kwh,上汽maxus ev30,市物流车智联
上汽大通上汽maxus上汽maxusev302019款4500*1780*1895未知2019款城市物流车智运版短轴上汽时代52.5kwh,上汽maxus ev30,市物流车智运
上汽大通上汽maxus上汽maxusev302019款4500*1780*1895未知2019款城市物流车快运版短轴上汽时代52.5kwh,上汽maxus ev30,市物流车快运
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智联版短轴上汽时代35kwh,上汽maxus ev30,市物流车智联
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国vi前置四驱2019款升级款2.0t四驱旗舰型国vi,wey vv5,旗舰
长城汽车weyweyvv52019款1.5t5门5座dct4462*1857*1638国vi前置前驱2019款1.5t两驱智先锋,wey vv5,nan
东风雷诺雷诺雷诺e诺2019款5门4座3735*1579*1515前置前驱2019款e智型免税,雷诺 e诺,nan
上汽大通上汽maxus上汽maxusev302019款5090*1780*1910未知2019款城市物流车快运版长轴上汽时代52.5kwh,上汽maxus ev30,物流车 快运
上汽大通上汽maxus上汽maxusev3035kwh2019款5090*1780*1910未知2019款城市物流车智联版长轴盟固利35kwh,上汽maxus ev30,物流车 智联
上汽大通上汽maxus上汽maxusev3035kwh2019款5090*1780*1910未知2019款城市物流车智运版长轴盟固利35kwh,上汽maxus ev30,物流车 智运
上汽大通上汽maxus上汽maxusev3035kwh2019款5090*1780*1910未知2019款城市物流车快运版长轴盟固利35kwh,上汽maxus ev30,物流车 快运
上汽大通上汽maxus上汽maxusev302019款4500*1780*1895未知2019款城市物流车智联版短轴上汽时代52.5kwh,上汽maxus ev30,物流车 智联
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智运版短轴上汽时代35kwh,上汽maxus ev30,物流车 智运
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车快运版短轴盟固利35kwh,上汽maxus ev30,市物流车快运
上汽大通上汽maxus上汽maxusg502019款1.5t5门8座dct4825*1825*1778国v前置前驱2019款1.5t极客全配版国v,上汽maxus g50,极客全配
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国vi前置前驱2019款1.5t尊享版国vi,上汽maxus g50,尊享
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国vi前置前驱2019款1.5t豪华版国vi,上汽maxus g50,豪华
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国v前置前驱2019款1.5t豪华版国v,上汽maxus g50,豪华
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国vi前置前驱2019款1.5t精英版国vi,上汽maxus g50,精英
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国vi前置前驱2019款1.3t手动乐享起始版国vi,上汽maxus g50,乐享起始
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国vi前置前驱2019款1.3t手动精英版国vi,上汽maxus g50,精英
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国v前置前驱2019款1.3t手动精英版国v,上汽maxus g50,精英
上汽集团荣威荣威rx5max400tgi2019款2.0t5门5座dct4647*1891*1725国vi前置前驱2019款400tgi智能座舱豪华版,荣威rx5 max,智能舱豪华
上汽集团荣威荣威rx5max300tgi2019款1.5t5门5座mt4647*1891*1725国vi前置前驱2019款300tgi手动4g互联豪华版,荣威rx5 max,互联豪华
东风裕隆纳智捷大7mpv2019款2.0t5门7座amt4845*1876*1768国v前置前驱2019款2.0t旗舰型,大7 mpv,旗舰
上汽大通上汽maxus上汽maxusg202019款2.0t5门7座amt5198*1980*1928国v前置后驱2019款首发款2.0t豪华行政版国v,上汽maxus g20,豪华行政
上汽大通上汽maxus上汽maxusg202019款2.0t5门7座amt5198*1980*1928国v前置后驱2019款首发款2.0t豪华版国v,上汽maxus g20,豪华
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t旗舰版国vi,上汽maxus g20,旗舰
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t智尊版国vi,上汽maxus g20,智尊
长城汽车哈弗哈弗h6coupe2018款1.5t5门5座dct4590*1845*1700国v前置前驱2018款红标1.5t两驱超豪型,哈弗h6 coupe,超豪
新特汽车新特sitechdev12018款5门4座3735*1655*1550前置前驱2018款创睿版免税,sitech dev 1,创睿
神龙雪铁龙天逸c5aircross380thp2019款1.8t5门5座amt4510*1860*1705国v前置前驱2019款380thp尊享型国v,天逸 c5 aircross,尊享
神龙雪铁龙天逸c5aircross350thp2019款1.6t5门5座amt4510*1860*1705国v前置前驱2019款350thp舒享型国v,天逸 c5 aircross,舒享
神龙雪铁龙天逸c5aircross360thp2019款1.6t5门5座amt4510*1860*1705国vi前置前驱2019款360thporigins百年臻享版国vi,天逸 c5 aircross,百年臻享
江南汽车众泰众泰t600coupe2017款1.5t5门5座mt4654*1893*1696国v前置前驱2017款1.5t手动豪华型,众泰t600 coupe,豪华
江南汽车众泰众泰t600coupe2017款1.5t5门5座amt4654*1893*1696国v前置前驱2017款1.5t豪华型,众泰t600 coupe,豪华
梅赛德斯amg奔驰amggt2017款4.0t2门2座dct4546*1939*1287欧vi前置后驱2017款amggt,amg gt,nan
梅赛德斯amg奔驰奔驰glaamg2017款2.0t5门5座dct4451*1804*1475国v前置四驱2017款amggla454matic,奔驰gla amg,nan
巴博斯巴博斯巴博斯cls级2012款3.5l4门4座amt4966*1881*1421欧v前置后驱2012款35gc,巴博斯 cls级,nan
巴博斯巴博斯巴博斯s级38s2013款3.5l4门5座amt5230*1871*1485欧iv前置四驱2013款38s4m,巴博斯 s级,nan
北京现代现代encino昂希诺2018款1.6t5门5座dct4195*1800*1575国v前置前驱2018款1.6t双离合致联版,encino 昂希诺,致联
长城汽车哈弗哈弗h6coupe2015款2.0t5门5座mt4549*1835*1700国iv(国v)前置前驱2015款蓝标2.0t手动两驱都市型,哈弗h6 coupe,都市
广汽传祺传祺gs5super2015款2.0l5门5座mt4750*1854*1690国iv(国v)前置前驱2015款2.0l手动两驱精英版,传祺gs5 super,精英
长城汽车哈弗哈弗h6coupe2016款2.0t5门5座mt4549*1835*1700国iv前置前驱2016款蓝标柴油2.0t手动两驱精英型国iv,哈弗h6 coupe,精英
广汽丰田丰田yarisl致炫2014款1.3l5门5座at4115*1700*1495国iv(国v)前置前驱2014款1.3e魅动版,yaris l 致炫,魅动
广汽丰田丰田yarisl致炫2015款1.5l5门5座at4115*1700*1495国iv(国v)前置前驱2015款1.5e魅动版,yaris l 致炫,魅动
长城汽车哈弗哈弗h6coupe2017款2.0t5门5座mt4589*1835*1700国v前置四驱2017款红标柴油2.0t手动四驱都市型国v,哈弗h6 coupe,都市
广汽传祺传祺gs5super2015款1.8t5门5座amt4750*1854*1690国v前置四驱2015款1.8t四驱至尊版,传祺gs5 super,至尊
广汽传祺传祺gs5super2016款1.8t5门5座dct4750*1854*1690国v前置前驱2016款1.8t两驱尊享版,传祺gs5 super,尊享
广汽传祺传祺gs5super2016款2.0l5门5座amt4750*1854*1690国v前置前驱2016款2.0l两驱周年纪念版,传祺gs5 super,周年纪念
长城汽车哈弗哈弗h6coupe2017款2.0t5门5座mt4589*1835*1700国v前置四驱2017款红标2.0t手动四驱精英型,哈弗h6 coupe,精英
长安标致雪铁龙dsds4s2016款1.8t5门5座amt4435*1843*1510国iv(国v)前置前驱2016款1.8t智享版thp200,ds 4s,智享
雪铁龙进口dsds52012款1.6t5门5座amt4530*1871*1513欧iv前置前驱2012款1.6t雅致版,ds 5,雅致
长安标致雪铁龙dsds52014款1.6t5门5座amt4530*1871*1520国iv(国v)前置前驱2014款1.6t卓越版thp160,ds 5,卓越
长安标致雪铁龙dsds52015款1.8t5门5座amt4530*1871*1520国iv(国v)前置前驱2015款1.8t豪华版thp200,ds 5,豪华
长安标致雪铁龙dsds5ls2014款1.8l4门5座amt4702*1840*1510国iv(国v)前置前驱2014款1.8l舒适版vti140,ds 5ls,舒适
长安标致雪铁龙dsds5ls2016款1.6t4门5座amt4702*1840*1510国v前置前驱2016款1.6t豪华版thp160,ds 5ls,豪华
长安标致雪铁龙dsds62014款1.6t5门5座amt4553*1858*1610国iv(国v)前置前驱2014款1.6t雅致版thp160,ds 6,雅致
长安标致雪铁龙dsds62016款1.6t5门5座amt4553*1858*1610国iv(国v)前置前驱2016款1.6t豪华版thp160,ds 6,豪华
长安标致雪铁龙dsds62017款1.6t5门5座amt4553*1858*1610国iv(国v)前置前驱2017款1.6t豪华版thp160,ds 6,豪华
法拉利法拉利californiat2012款4.3l2门4座dct4562*1909*1322欧iv前置后驱2012款4.3l标准型,california t,标准
miniminiminiroadster2012款1.6t2门2座amt3734*1683*1400欧iv前置前驱2012款1.6tcoopers,mini roadster,nan
miniminiminipaceman2014款1.6t3门4座amt4124*1786*1533欧iv前置四驱2014款1.6tcoopersall4,mini paceman,nan
雷克萨斯f雷克萨斯雷克萨斯rcf2016款5.0l2门4座amt4705*1845*1390欧v前置后驱2016款f5.0l驭峰版,雷克萨斯rc f,驭峰
长安铃木铃木天语sx42007款1.6l5门5座at4115*1730*1555国iv(国v)前置前驱2007款两厢1.6l时尚天骄型,天语 sx4,时尚天骄
长安铃木铃木天语sx42008款1.6l5门5座mt4115*1730*1555国iv(国v)前置前驱2008款两厢1.6l手动锐骑豪华型,天语 sx4,锐骑豪华
长安铃木铃木天语sx42008款1.6l4门5座at4490*1730*1555国iv(国v)前置前驱2008款三厢1.6l豪华天窗版,天语 sx4,豪华天窗
长安铃木铃木天语sx42009款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2009款两厢1.6l手动运动型,天语 sx4,运动
长安铃木铃木天语sx42009款1.6l4门5座at4490*1730*1555国iv(国v)前置前驱2009款三厢1.6l豪华型,天语 sx4,豪华
长安铃木铃木天语sx42011款1.8l5门5座at4135*1755*1605国iv(国v)前置前驱2011款改款1.8l运动型,天语 sx4,运动
长安铃木铃木天语sx42011款1.6l5门5座at4115*1730*1555国iv(国v)前置前驱2011款两厢1.6l舒适型,天语 sx4,舒适
长安铃木铃木天语sx42011款1.6l5门5座mt4135*1755*1605国iv(国v)前置前驱2011款两厢1.6l手动灵动型,天语 sx4,灵动
长安铃木铃木天语sx42013款1.6l5门5座at4115*1730*1605国iv(国v)前置前驱2013款酷锐1.6l舒适型,天语 sx4,舒适
长安铃木铃木天语尚悦2012款1.6l4门5座at4470*1730*1555国iv前置前驱2012款1.6l实用型,天语 尚悦,实用
东风裕隆纳智捷大7mpv2015款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2015款2.0t豪华型,大7 mpv,豪华
东风裕隆纳智捷大7mpv2016款2.2t5门7座amt4845*1876*1768国v前置前驱2016款2.2t智享型,大7 mpv,智享
miniminiminicountryman2015款1.6t5门5座amt4119*1789*1575欧iv前置四驱2015款1.6tcoopersall4进藏限量版,mini countryman,进藏限量
miniminiminicountryman2017款1.5t5门5座amt4310*1822*1616国v前置四驱2017款1.5tcooperall4非常假日版英伦绿,mini countryman,非常假日
miniminiminicountryman2013款1.6t5门5座amt4097*1789*1571欧v前置四驱2013款1.6tcooperall4excitement,mini countryman,nan
miniminiminicoupe2012款1.6t3门2座amt3734*1683*1394欧iv前置前驱2012款1.6tcoopers,mini coupe,nan
minijcwminiminijcwpaceman2014款1.6t3门4座amt4134*1786*1533欧iv前置四驱2014款1.6tjohncooperworksall4,mini jcw paceman,nan
上汽大通上汽maxus上汽maxusv80e2012款2.5tmt4950*1998*2345国iv+obd前置前驱2012款2.5t中顶超值物流版e,上汽maxus v80,中顶 超值 物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2132欧iv前置前驱2012款2.5t低顶超值物流版a,上汽maxus v80,低顶 超值 物流
上汽大通上汽maxus上汽maxusv802014款2.5tmt4950*1998*2345国iv前置前驱2014款2.5t商旅短轴中顶,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802015款2.5tmt5700*1998*2552国iv前置前驱2015款2.5t手动商杰版长轴高顶,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802015款2.5tamt4950*1998*2345国iv前置前驱2015款2.5tamt尊杰版短轴中顶,上汽maxus v80,尊杰
上汽大通上汽maxus上汽maxusv802015款2.5tamt5700*1998*2345国iv前置前驱2015款2.5tamt傲运通版长轴中顶,上汽maxus v80,傲运通
上汽大通上汽maxus上汽maxusv802015款2.5tamt5700*1998*2552国iv前置前驱2015款2.5tamt商杰版长轴高顶,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2345国iv+obd前置前驱2014款2.5t尊杰行政版长轴高顶,上汽maxus v80,尊杰行政
上汽大通上汽maxus上汽maxusv802014款2.5tmt4950*1998*2345国iv+obd前置前驱2014款2.5t傲运通短轴中顶,上汽maxus v80,傲运通 短轴
上汽大通上汽maxus上汽maxusv802015款2.5tmt4950*1998*2345国iv前置前驱2015款2.5t商旅版短轴中顶,上汽maxus v80,商旅
上汽大通上汽maxus上汽maxust602017款2.8tmt5365*1900*1809国iv前置四驱2017款2.8t柴油手动四驱高底盘舒享型小双排国iv,上汽maxus t60,高底盘 舒享
上汽大通上汽maxus上汽maxust602017款2.8tmt5365*1900*1809国iv前置后驱2017款2.8t柴油手动两驱高底盘精英型小双排国iv,上汽maxus t60,高底盘 精英
上汽大通上汽maxus上汽maxusv802016款2.5tmt4950*1998*2345国iv前置前驱2016款2.5t手动商杰国iv短轴中顶12座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802016款2.5tmt5700*1998*2345国v前置前驱2016款2.5t手动商杰国v长轴中顶15座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802016款2.5tamt4950*1998*2132国iv前置前驱2016款2.5tamt商杰国iv短轴低顶9座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802016款2.5tamt5995*1998*2372国iv前置前驱2016款2.5tamt商旅国iv加长轴中顶17座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusg102016款1.9t5门7座amt5168*1980*1928国v前置后驱2016款1.9t豪华行政版柴油国v,上汽maxus g10,豪华行政
上汽大通上汽maxus上汽maxusg102016款2.0t5门7座amt5168*1980*1928国v前置后驱2016款2.0t豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102018款1.9t4门7座mt5168*1980*1928国v前置后驱2018款plus1.9t手动智享版柴油,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusv802016款2.5tmt5700*1998*2552国v前置前驱2016款2.5t手动傲运通国v长轴高顶7座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802016款2.5tamt4950*1998*2132国iv前置前驱2016款2.5tamt傲运通国iv短轴低顶6座,上汽maxus v80,nan
